X10Jun22Order,PythonID,PythonIDType,MassG,Sex,Class,Order,Family,Genus,Species,SciName,CommonName,PreyGroup,PreyMass
174,408,Snow number_EVER,NA,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
175,408,Snow number_EVER,NA,m,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
176,413,Snow number_EVER,4950,f,Mammalia,Lagomorpha,Leporidae,Sylvilagus,palustris,Sylvilagus palustris,Marsh Rabbit,Rabbit,1500
177,413,Snow number_EVER,4950,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
178,413,Snow number_EVER,4950,f,Mammalia,Lagomorpha,Leporidae,Sylvilagus,palustris,Sylvilagus palustris,Marsh Rabbit,Rabbit,1500
179,422,Snow number_EVER,5060,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
180,423,Snow number_EVER,13570,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
181,423,Snow number_EVER,13570,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
182,423,Snow number_EVER,13570,m,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,Virginia Opossum,Mesomammal,2195
183,424,Snow number_EVER,6560,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
184,424,Snow number_EVER,6560,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
185,424,Snow number_EVER,6560,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
186,425,Snow number_EVER,7690,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
187,425,Snow number_EVER,7690,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
188,426,Snow number_EVER,6280,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
189,428,Snow number_EVER,9380,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
190,428,Snow number_EVER,9380,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
191,428,Snow number_EVER,9380,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
192,428,Snow number_EVER,9380,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
193,428,Snow number_EVER,9380,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
194,428,Snow number_EVER,9380,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
195,428,Snow number_EVER,9380,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
196,428,Snow number_EVER,9380,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
197,428,Snow number_EVER,9380,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
198,428,Snow number_EVER,9380,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
199,428,Snow number_EVER,9380,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
200,428,Snow number_EVER,9380,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
201,428,Snow number_EVER,9380,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
202,428,Snow number_EVER,9380,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
203,429,Snow number_EVER,8110,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
204,430,Snow number_EVER,7654,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
205,432,Snow number_EVER,17340,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
206,432,Snow number_EVER,17340,f,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,Virginia Opossum,Mesomammal,2195
207,435,Snow number_EVER,5340,m,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
208,435,Snow number_EVER,5340,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
209,437,Snow number_EVER,5240,f,Aves,Gruiformes,Rallidae,Rallus,elegans,Rallus elegans,King Rail,Secretive Marsh Bird,313
210,437,Snow number_EVER,5240,f,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
211,439,Snow number_EVER,6950,f,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,NA
212,440,Snow number_EVER,2220,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
213,441,Snow number_EVER,200,m,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
214,446,Snow number_EVER,11060,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
215,449,Snow number_EVER,160,f,Mammalia,Rodentia,Muridae,Rattus,sp,Rattus sp,Unidentifiable rat,Small Mammal,NA
216,450,Snow number_EVER,NA,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
217,451,Snow number_EVER,4710,f,Aves,Gruiformes,Rallidae,Gallinula,galeata,Gallinula galeata,Common Gallinule,Secretive Marsh Bird,340
218,451,Snow number_EVER,4710,f,Aves,Charadriiformes,Scolopacidae,Numenius,phaeopus,Numenius phaeopus,Whimbrel,Secretive Marsh Bird,365
219,452,Snow number_EVER,80,m,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,NA
220,453,Snow number_EVER,2360,f,Mammalia,Rodentia,Muridae,Rattus,sp,Rattus sp,Unidentifiable rat,Small Mammal,NA
221,453,Snow number_EVER,2360,f,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
222,457,Snow number_EVER,15950,f,Mammalia,Lagomorpha,Leporidae,Sylvilagus,sp,Sylvilagus sp,Unidentifiable rabbit,Rabbit,NA
223,457,Snow number_EVER,15950,f,Aves,Anseriformes,Anseridae,Anser,cygnoides domesticus,Anser cygnoides domesticus,Domestic Goose,Domestic Bird,NA
224,460,Snow number_EVER,3720,f,Aves,Gruiformes,Aramidae,Aramus,guarauna,Aramus guarauna,Limpkin,Secretive Marsh Bird,1080
225,466,Snow number_EVER,370,f,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
226,467,Snow number_EVER,220,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
227,469,Snow number_EVER,3250,m,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
228,470,Snow number_EVER,6400,m,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
229,471,Snow number_EVER,3840,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
230,473,Snow number_EVER,2910,m,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
231,475,Snow number_EVER,940,m,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
232,476,Snow number_EVER,NA,NA,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
233,478,Snow number_EVER,1410,m,Aves,Gruiformes,Rallidae,Rallus,elegans,Rallus elegans,King Rail,Secretive Marsh Bird,313
234,478,Snow number_EVER,1410,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
235,479,Snow number_EVER,290,f,Mammalia,Rodentia,Muridae,Rattus,sp,Rattus sp,Unidentifiable rat,Small Mammal,NA
236,482,Snow number_EVER,2590,m,Mammalia,Rodentia,Muridae,Rattus,sp,Rattus sp,Unidentifiable rat,Small Mammal,NA
237,482,Snow number_EVER,2590,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
238,483,Snow number_EVER,8190,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
239,484,Snow number_EVER,2770,m,Aves,Pelecaniformes,Ardeidae,Egretta,thula,Egretta thula,Snowy Egret,Wading Bird,371
240,485,Snow number_EVER,800,f,Mammalia,Rodentia,Muridae,Rattus,sp,Rattus sp,Unidentifiable rat,Small Mammal,NA
241,486,Snow number_EVER,7040,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
242,487,Snow number_EVER,1260,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
243,488,Snow number_EVER,4180,m,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
244,491,Snow number_EVER,9610,f,Aves,Pelecaniformes,Ardeidae,Ardea,alba,Ardea alba,Great Egret,Wading Bird,907
245,492,Snow number_EVER,12260,f,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,Eudocimus albus,White Ibis,Wading Bird,890
246,493,Snow number_EVER,6160,m,Mammalia,Lagomorpha,Leporidae,Sylvilagus,sp,Sylvilagus sp,Unidentifiable rabbit,Rabbit,NA
247,494,Snow number_EVER,1990,m,Aves,Passeriformes,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Passerine,NA
248,494,Snow number_EVER,1990,m,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
249,495,Snow number_EVER,490,f,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
250,496,Snow number_EVER,310,m,Mammalia,Rodentia,Muridae,Rattus,sp,Rattus sp,Unidentifiable rat,Small Mammal,NA
251,497,Snow number_EVER,4860,f,Mammalia,Rodentia,Muridae,Rattus,sp,Rattus sp,Unidentifiable rat,Small Mammal,NA
252,499,Snow number_EVER,8530,m,Mammalia,Rodentia,Muridae,Rattus,sp,Rattus sp,Unidentifiable rat,Small Mammal,NA
253,500,Snow number_EVER,9500,f,Aves,Gruiformes,Rallidae,Porzana,carolina,Porzana carolina,Sora,Secretive Marsh Bird,75
254,503,Snow number_EVER,7820,f,Aves,Pelecaniformes,Ardeidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Wading Bird,NA
255,503,Snow number_EVER,7820,f,Aves,Pelecaniformes,Ardeidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Wading Bird,92
256,503,Snow number_EVER,7820,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
257,503,Snow number_EVER,7820,f,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
258,504,Snow number_EVER,9470,m,Aves,Podicipediformes,Podicipedidae,Podilymbus,sp,Podilymbus sp,Unidentifiable grebe,Secretive Marsh Bird,NA
259,505,Snow number_EVER,3210,m,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
260,506,Snow number_EVER,13900,m,Mammalia,Rodentia,Muridae,Rattus,sp,Rattus sp,Unidentifiable rat,Small Mammal,NA
261,506,Snow number_EVER,13900,m,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
262,507,Snow number_EVER,10120,m,Aves,Gruiformes,Aramidae,Aramus,guarauna,Aramus guarauna,Limpkin,Secretive Marsh Bird,1080
263,508,Snow number_EVER,5910,m,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
264,508,Snow number_EVER,5910,m,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
265,509,Snow number_EVER,3070,m,Aves,Gruiformes,Rallidae,Porphyrio,martinica,Porphyrio martinica,Purple Gallinule,Secretive Marsh Bird,235
266,510,Snow number_EVER,10460,m,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
267,511,Snow number_EVER,6510,m,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
268,512,Snow number_EVER,5250,m,Aves,Gruiformes,Rallidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Secretive Marsh Bird,NA
269,513,Snow number_EVER,6034,m,Aves,Anseriformes,Anatidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Aquatic Bird,NA
270,514,Snow number_EVER,4130,m,Aves,Gruiformes,Aramidae,Aramus,guarauna,Aramus guarauna,Limpkin,Secretive Marsh Bird,1080
271,514,Snow number_EVER,4130,m,Aves,Gruiformes,Aramidae,Aramus,guarauna,Aramus guarauna,Limpkin,Secretive Marsh Bird,1080
272,515,Snow number_EVER,7150,m,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
273,517,Snow number_EVER,14090,m,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
274,518,Snow number_EVER,NA,NA,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Procyon lotor,Raccoon,Mesomammal,5525
275,519,Snow number_EVER,7650,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
276,519,Snow number_EVER,7650,m,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
277,520,Snow number_EVER,NA,NA,Mammalia,Rodentia,Muridae,Rattus,sp,Rattus sp,Unidentifiable rat,Small Mammal,NA
278,520,Snow number_EVER,NA,NA,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
279,521,Snow number_EVER,NA,NA,Mammalia,Rodentia,Muridae,Rattus,sp,Rattus sp,Unidentifiable rat,Small Mammal,NA
280,522,Snow number_EVER,9260,m,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
281,524,Snow number_EVER,10320,m,Mammalia,Lagomorpha,Leporidae,Sylvilagus,sp,Sylvilagus sp,Unidentifiable rabbit,Rabbit,NA
282,527,Snow number_EVER,12020,m,Mammalia,Rodentia,Muridae,Rattus,sp,Rattus sp,Unidentifiable rat,Small Mammal,NA
283,528,Snow number_EVER,10230,f,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
284,534,Snow number_EVER,9180,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
285,535,Snow number_EVER,990,m,Aves,Gruiformes,Rallidae,Porzana,carolina,Porzana carolina,Sora,Secretive Marsh Bird,75
286,535,Snow number_EVER,990,m,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
287,536,Snow number_EVER,6850,m,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
288,537,Snow number_EVER,9200,m,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
289,538,Snow number_EVER,6080,m,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
290,538,Snow number_EVER,6080,m,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
291,539,Snow number_EVER,49350,f,Aves,Ciconiiformes,Ciconiidae,Mycteria,americana,Mycteria americana,Wood Stork,Wading Bird,2554
292,543,Snow number_EVER,3870,m,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,NA
293,544,Snow number_EVER,610,f,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
294,545,Snow number_EVER,11210,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
295,546,Snow number_EVER,8120,m,Aves,Gruiformes,Rallidae,Fulica,americana,Fulica americana,American Coot,Secretive Marsh Bird,637
296,547,Snow number_EVER,8630,m,Aves,Pelecaniformes,Ardeidae,Ardea,herodias,Ardea herodias,Great Blue Heron,Wading Bird,2523
297,547,Snow number_EVER,8630,m,Aves,Gruiformes,Rallidae,Fulica,americana,Fulica americana,American Coot,Secretive Marsh Bird,637
298,549,Snow number_EVER,56690,f,Aves,Gruiformes,Rallidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Secretive Marsh Bird,NA
299,550,Snow number_EVER,30030,m,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,Virginia Opossum,Mesomammal,2195
300,551,Snow number_EVER,11350,f,Aves,Gruiformes,Aramidae,Aramus,guarauna,Aramus guarauna,Limpkin,Secretive Marsh Bird,1080
301,552,Snow number_EVER,16610,f,Aves,Pelecaniformes,Ardeidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Wading Bird,NA
302,553,Snow number_EVER,5200,m,Aves,Gruiformes,Rallidae,Fulica,americana,Fulica americana,American Coot,Secretive Marsh Bird,637
303,554,Snow number_EVER,NA,NA,Mammalia,Rodentia,Muridae,Rattus,sp,Rattus sp,Unidentifiable rat,Small Mammal,NA
304,555,Snow number_EVER,17050,m,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
305,558,Snow number_EVER,3320,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
306,559,Snow number_EVER,2570,f,Mammalia,Rodentia,Muridae,Rattus,sp,Rattus sp,Unidentifiable rat,Small Mammal,NA
307,560,Snow number_EVER,7490,m,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
308,560,Snow number_EVER,7490,m,Mammalia,Rodentia,Muridae,Rattus,sp,Rattus sp,Unidentifiable rat,Small Mammal,NA
309,560,Snow number_EVER,7490,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
310,561,Snow number_EVER,12670,f,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
311,563,Snow number_EVER,12510,f,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
312,565,Snow number_EVER,674,f,Mammalia,Rodentia,Muridae,Mus,musculus,Mus musculus,House Mouse,Small Mammal,16
313,567,Snow number_EVER,14010,f,Aves,Gruiformes,Rallidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Secretive Marsh Bird,NA
314,567,Snow number_EVER,14010,f,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
315,568,Snow number_EVER,4690,m,Aves,Gruiformes,Rallidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Secretive Marsh Bird,NA
316,570,Snow number_EVER,5740,m,Mammalia,Rodentia,Cricetidae,Neotoma,floridana smalli,Neotoma floridana smalli,Key Largo Woodrat,Small Mammal,200
317,570,Snow number_EVER,5740,m,Mammalia,Rodentia,Cricetidae,Neotoma,floridana smalli,Neotoma floridana smalli,Key Largo Woodrat,Small Mammal,200
318,571,Snow number_EVER,9290,m,Mammalia,Rodentia,Muridae,Rattus,norvegicus,Rattus norvegicus,Brown Rat,Small Mammal,338
319,572,Snow number_EVER,2200,f,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
320,573,Snow number_EVER,1360,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
321,573,Snow number_EVER,1360,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
322,574,Snow number_EVER,6060,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
323,575,Snow number_EVER,NA,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
324,580,Snow number_EVER,NA,NA,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,Eudocimus albus,White Ibis,Wading Bird,890
325,580,Snow number_EVER,NA,NA,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
326,593,Snow number_EVER,1560,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
327,594,Snow number_EVER,1560,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
328,595,Snow number_EVER,1310,f,Mammalia,Rodentia,Muridae,Rattus,sp,Rattus sp,Unidentifiable rat,Small Mammal,NA
329,600,Snow number_EVER,NA,f,Mammalia,Rodentia,Cricetidae,Oryzomys,palustris,Oryzomys palustris,Marsh Rice Rat,Small Mammal,54
330,600,Snow number_EVER,NA,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
331,603,Snow number_EVER,2030,f,Aves,Passeriformes,Icteridae,Sturnella,magna,Sturnella magna,Eastern Meadowlark,Passerine,92
332,603,Snow number_EVER,2030,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
333,621,Snow number_EVER,130,m,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
334,630,Snow number_EVER,10500,f,Mammalia,Lagomorpha,Leporidae,Sylvilagus,palustris,Sylvilagus palustris,Marsh Rabbit,Rabbit,1500
335,631,Snow number_EVER,4600,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
336,631,Snow number_EVER,4600,m,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Procyon lotor,Raccoon,Mesomammal,5525
337,653,Snow number_EVER,NA,f,Aves,Galliformes,Phasianidae,Gallus,gallus,Gallus gallus,Chicken,Domestic Bird,751
338,653,Snow number_EVER,NA,f,Aves,Columbiformes,Columbidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Other Bird,NA
339,656,Snow number_EVER,8190,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
